Institute,Academic Program Name,Category,Gender,Closing Rank,College_Branch,State
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,99632,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",Open,Female-Only,75539,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",OBC,Female-Only,97255,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",SC,Female-Only,100234,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",NT,Female-Only,105346,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",VJ,Female-Only,131227,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Civil Engineering,Open,Gender-Neutral,140571,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Civil Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,Open,Gender-Neutral,53380,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Computer Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,SC,Gender-Neutral,105234,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Computer Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,VJ,Gender-Neutral,113816,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Computer Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,OBC,Gender-Neutral,58421,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Computer Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,Open,Female-Only,50019,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Computer Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Computer Engineering,OBC,Female-Only,59026,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Computer Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Electronics and
Telecommunication Engg",Open,Gender-Neutral,97341,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,100626,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Electronics and
Telecommunication Engg",Open,Female-Only,93116,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Electronics and
Telecommunication Engg",NT,Gender-Neutral,109183,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Electronics and
Telecommunication Engg",NT,Gender-Neutral,131800,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Mechanical Engineering,Open,Gender-Neutral,132739,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Mechanical Engineering",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Machine Learning",Open,Gender-Neutral,80545,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Machine Learning",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Machine Learning",OBC,Gender-Neutral,87786,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Machine Learning",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Machine Learning",Open,Female-Only,82985,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Machine Learning",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Machine Learning",OBC,Female-Only,100735,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Machine Learning",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Machine Learning",NT,Gender-Neutral,83203,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Machine Learning",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Data Science",Open,Gender-Neutral,65067,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Data Science",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Data Science",SC,Gender-Neutral,131795,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Data Science",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Data Science",VJ,Gender-Neutral,90693,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Data Science",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,71848,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Data Science",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Data Science",Open,Female-Only,59156,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Data Science",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Data Science",SC,Female-Only,142276,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Data Science",Maharashtra
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","Artificial Intelligence and
Data Science",NT,Female-Only,123195,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune. - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,Open,Gender-Neutral,49693,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,SC,Gender-Neutral,92498,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,OBC,Gender-Neutral,55397,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,Open,Female-Only,47290,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,OBC,Female-Only,50164,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,SC,Female-Only,55929,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,NT,Gender-Neutral,64631,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Computer Engineering,NT,Gender-Neutral,50103,"Shree Ramchandra College of Engineering, Lonikand,Pune - Computer Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Electrical Engineering,Open,Gender-Neutral,126820,"Shree Ramchandra College of Engineering, Lonikand,Pune - Electrical Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Electrical Engineering,OBC,Gender-Neutral,142452,"Shree Ramchandra College of Engineering, Lonikand,Pune - Electrical Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Electrical Engineering,Open,Female-Only,134678,"Shree Ramchandra College of Engineering, Lonikand,Pune - Electrical Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune",Mechanical Engineering,Open,Gender-Neutral,81082,"Shree Ramchandra College of Engineering, Lonikand,Pune - Mechanical Engineering",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",Open,Gender-Neutral,59760,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",SC,Gender-Neutral,106531,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",VJ,Gender-Neutral,125740,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,107326,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,66219,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",Open,Female-Only,64599,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",OBC,Female-Only,66298,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Shree Ramchandra College of Engineering, Lonikand,Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,85192,"Shree Ramchandra College of Engineering, Lonikand,Pune - Artificial Intelligence and
Data Science",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Civil Engineering,Open,Gender-Neutral,134953,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Civil Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.","Computer Science and
Engineering",Open,Gender-Neutral,72165,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Computer Science and
Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.","Computer Science and
Engineering",SC,Gender-Neutral,96755,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Computer Science and
Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.","Computer Science and
Engineering",OBC,Gender-Neutral,141440,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Computer Science and
Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.","Computer Science and
Engineering",Open,Female-Only,70956,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Computer Science and
Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.","Computer Science and
Engineering",OBC,Female-Only,89692,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Computer Science and
Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.","Computer Science and
Engineering",SC,Female-Only,109919,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Computer Science and
Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Electrical Engineering,Open,Gender-Neutral,130928,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Electrical Engineering",Maharashtra
"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",Electrical Engineering,OBC,Gender-Neutral,135986,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli. - Electrical Engineering",Maharashtra
